"species","Genus","Family","Order","Class","spec_code","DemersPelag","EnvTemp","environment","Feeding_path","BodyShape","DepthRangeDeep","Lmax","trophic_level","K","tm"
"Opistognathus rhomaleus","Opistognathus","Opistognathidae","Perciformes","Actinopterygii",46572,"demersal","tropical","marine","benthic","elongate",62.79,51,3.5,0.351392032774961,2.19724315645384
"Oplegnathus insignis","Oplegnathus","Oplegnathidae","Perciformes","Actinopterygii",8200,"reef_associated","tropical","marine","benthic","short_deep",30,66,3.9,0.351392032774961,2.19724315645384
"Oplopomus caninoides","Oplopomus","Gobiidae","Perciformes","Actinopterygii",25489,"reef_associated","tropical","marine","benthic","elongate",66,7.5,3.16,0.83,1.1
"Opsaridium microcephalum","Opsaridium","Cyprinidae","Cypriniformes","Actinopterygii",5419,"demersal","tropical","freshwater","pelagic","fusiform",23.75,34,2.8,0.24,3
"Opsaridium microlepis","Opsaridium","Cyprinidae","Cypriniformes","Actinopterygii",5418,"demersal","tropical","freshwater","pelagic","fusiform",23.75,47,2.8,0.17,4
"Opsaridium tweddleorum","Opsaridium","Cyprinidae","Cypriniformes","Actinopterygii",50198,"demersal","tropical","freshwater","pelagic","fusiform",23.75,10.85,2.8,0.56,1.5
"Orectolobus maculatus","Orectolobus","Orectolobidae","Orectolobiformes","Elasmobranchii",758,"reef_associated","temperate","marine","benthic","elongate",248,320,4.2,0.2,2.8
"Orectolobus wardi","Orectolobus","Orectolobidae","Orectolobiformes","Elasmobranchii",760,"reef_associated","tropical","marine","benthic","elongate",3,63,4,0.28,2.3
"Oreochromis amphimelas","Oreochromis","Cichlidae","Perciformes","Actinopterygii",2035,"benthopelagic","tropical","mixed","benthic","short_deep",35,28,2.06,0.38,1.9
"Oreochromis aureus","Oreochromis","Cichlidae","Perciformes","Actinopterygii",1387,"benthopelagic","tropical","mixed","benthic","fusiform",35,45.7,2.1,0.51,1.3
"Oreochromis karongae","Oreochromis","Cichlidae","Perciformes","Actinopterygii",2042,"benthopelagic","tropical","freshwater","benthic","fusiform",50,42,2,0.24,2.9
"Oreochromis lidole","Oreochromis","Cichlidae","Perciformes","Actinopterygii",2045,"benthopelagic","tropical","freshwater","benthic","fusiform",100,38,2.3,0.293333333333333,3.04675299353672
"Oreochromis macrochir","Oreochromis","Cichlidae","Perciformes","Actinopterygii",1396,"benthopelagic","tropical","freshwater","benthic","fusiform",14,43,2.1,0.27,2.6
"Oreochromis mossambicus","Oreochromis","Cichlidae","Perciformes","Actinopterygii",3,"benthopelagic","tropical","mixed","benthic","fusiform",12,39,2.2,0.4,1.8
"Oreochromis niloticus","Oreochromis","Cichlidae","Perciformes","Actinopterygii",2,"benthopelagic","tropical","mixed","benthic","fusiform",20,60,2,4.23667289719626,1.02122152090243
"Oreochromis schwebischi","Oreochromis","Cichlidae","Perciformes","Actinopterygii",1447,"benthopelagic","tropical","freshwater","benthic","short_deep",35,30,2,0.36,2
"Oreochromis shiranus","Oreochromis","Cichlidae","Perciformes","Actinopterygii",1432,"benthopelagic","tropical","mixed","benthic","fusiform",35,39,2,0.65,1.2
"Oreochromis spilurus","Oreochromis","Cichlidae","Perciformes","Actinopterygii",1416,"benthopelagic","tropical","mixed","benthic","short_deep",35,19.2,2.6,1.1978,1.60555321004117
"Oreochromis squamipinnis","Oreochromis","Cichlidae","Perciformes","Actinopterygii",2044,"benthopelagic","tropical","freshwater","benthic","fusiform",35,36,2.1,0.26,2.7
"Oreochromis tanganicae","Oreochromis","Cichlidae","Perciformes","Actinopterygii",1440,"benthopelagic","tropical","freshwater","benthic","short_deep",35,42,2,0.31,2.2
"Orestias agassizii","Orestias","Cyprinodontidae","Cyprinodontiformes","Actinopterygii",49596,"benthopelagic","tropical","freshwater","benthic","elongate",1.33,7,2.78,0.93,1
"Orestias ispi","Orestias","Cyprinodontidae","Cyprinodontiformes","Actinopterygii",49616,"benthopelagic","tropical","freshwater","benthic","elongate",1.33,9,2.78,0.73,1.2
"Orestias luteus","Orestias","Cyprinodontidae","Cyprinodontiformes","Actinopterygii",49618,"benthopelagic","tropical","freshwater","benthic","elongate",1.33,17,2.78,0.41,1.9
"Orestias mulleri","Orestias","Cyprinodontidae","Cyprinodontiformes","Actinopterygii",49636,"benthopelagic","tropical","freshwater","benthic","elongate",1.33,4.5,2.78,1.39,0.7
"Orestias olivaceus","Orestias","Cyprinodontidae","Cyprinodontiformes","Actinopterygii",49638,"benthopelagic","tropical","freshwater","benthic","elongate",1.33,7.5,2.78,0.87,1
"Orthopristis cantharinus","Orthopristis","Haemulidae","Perciformes","Actinopterygii",12965,"demersal","tropical","marine","benthic","fusiform",40,38,3.5,0.28,2.5
"Orthopristis chalceus","Orthopristis","Haemulidae","Perciformes","Actinopterygii",13723,"demersal","tropical","marine","benthic","fusiform",60,45,3.5,0.24,2.8
"Osphronemus goramy","Osphronemus","Osphronemidae","Perciformes","Actinopterygii",498,"benthopelagic","tropical","mixed","benthic","short_deep",1.5,70,2.8,0.518498178560551,1.52996035850472
"Osteobrama cotio","Osteobrama","Cyprinidae","Cypriniformes","Actinopterygii",13187,"benthopelagic","tropical","freshwater","benthic","fusiform",23.75,15,2.8,0.292563554606402,1.82318044592642
"Osteochilus vittatus","Osteochilus","Cyprinidae","Cypriniformes","Actinopterygii",277,"benthopelagic","tropical","freshwater","benthic","fusiform",1,32,2.6,0.735,1.31566050531697
"Osteoglossum bicirrhosum","Osteoglossum","Osteoglossidae","Osteoglossiformes","Actinopterygii",6234,"benthopelagic","tropical","freshwater","benthic","elongate",57.5,90,3.4,0.249690743479721,2.76482791484309
"Osteomugil cunnesius","Osteomugil","Mugilidae","Mugiliformes","Actinopterygii",4700,"demersal","tropical","mixed","benthic","fusiform",3,41,2.4,0.43,1.8
"Ostracion cubicus","Ostracion","Ostraciidae","Tetraodontiformes","Actinopterygii",6555,"reef_associated","tropical","marine","benthic","short_deep",280,45,3.4,0.383641037583845,1.90126763574812
"Otophidium chickcharney","Otophidium","Ophidiidae","Ophidiiformes","Actinopterygii",16526,"demersal","tropical","marine","benthic","elongate",15,10.2,3.55,0.99,0.9
"Oxyconger leptognathus","Oxyconger","Muraenesocidae","Anguilliformes","Actinopterygii",10731,"demersal","temperate","marine","benthic","elongate",522.33,60,3.83,0.188516053187963,3.67129175235121
"Oxydoras kneri","Oxydoras","Doradidae","Siluriformes","Actinopterygii",47639,"demersal","tropical","freshwater","benthic","fusiform",17,70,3.2,0.17,3.7
"Oxyeleotris marmorata","Oxyeleotris","Eleotridae","Perciformes","Actinopterygii",5376,"demersal","tropical","mixed","benthic","fusiform",5,65,3.9,0.13,5
"Oxynotus bruniensis","Oxynotus","Oxynotidae","Squaliformes","Elasmobranchii",715,"bathydemersal","polar_deep","marine","benthic","elongate",1070,60,4,0.0918525363967021,13.139472770368
"Oxynotus centrina","Oxynotus","Oxynotidae","Squaliformes","Elasmobranchii",718,"bathydemersal","polar_deep","marine","benthic","elongate",777,150,3.1,0.0918525363967021,13.139472770368
"Pachymetopon blochii","Pachymetopon","Sparidae","Perciformes","Actinopterygii",5505,"demersal","subtropical","marine","benthic","fusiform",50,46,3.4,0.16,4.3
"Pachymetopon grande","Pachymetopon","Sparidae","Perciformes","Actinopterygii",5532,"demersal","subtropical","marine","benthic","short_deep",50,65,3,0.15,4.6
"Pachypterus atherinoides","Pachypterus","Schilbeidae","Siluriformes","Actinopterygii",5494,"demersal","tropical","mixed","benthic","elongate",44.33,15,3.45,0.393895521430845,1.60349841641983
"Pachyurus bonariensis","Pachyurus","Sciaenidae","Perciformes","Actinopterygii",12052,"benthopelagic","subtropical","freshwater","benthic","fusiform",98,25,3.69,0.56,1.3
"Pagetopsis macropterus","Pagetopsis","Channichthyidae","Perciformes","Actinopterygii",7114,"demersal","polar_deep","marine","pelagic","fusiform",655,33,4.1,0.4,1.8
"Pagothenia brachysoma","Pagothenia","Nototheniidae","Perciformes","Actinopterygii",7050,"pelagic_oceanic","polar_deep","marine","pelagic","fusiform",429,17.2,3.1,0.32,2.4
"Pangasianodon hypophthalmus","Pangasianodon","Pangasiidae","Siluriformes","Actinopterygii",14154,"benthopelagic","tropical","freshwater","benthic","elongate",55.75,130,3.1,0.197021698719602,2.92529060481918
"Pangasius bocourti","Pangasius","Pangasiidae","Siluriformes","Actinopterygii",14112,"benthopelagic","tropical","freshwater","benthic","fusiform",55.75,120,3.2,0.1607667929111,3.39813418639906
"Pangasius conchophilus","Pangasius","Pangasiidae","Siluriformes","Actinopterygii",14126,"benthopelagic","tropical","freshwater","benthic","elongate",55.75,120,2.7,0.1607667929111,3.39813418639906
"Pangasius krempfi","Pangasius","Pangasiidae","Siluriformes","Actinopterygii",14181,"benthopelagic","tropical","mixed","benthic","elongate",55.75,120,2,0.1607667929111,3.39813418639906
"Pangasius macronema","Pangasius","Pangasiidae","Siluriformes","Actinopterygii",14194,"benthopelagic","tropical","freshwater","benthic","elongate",55.75,30,3.2,0.1607667929111,3.39813418639906
"Pangasius pangasius","Pangasius","Pangasiidae","Siluriformes","Actinopterygii",292,"benthopelagic","tropical","mixed","benthic","fusiform",55.75,300,3.4,0.154333333333333,3.78604201031002
"Panna microdon","Panna","Sciaenidae","Perciformes","Actinopterygii",8310,"demersal","tropical","mixed","benthic","elongate",98,30,3.69,0.47,1.5
"Papyrocranus afer","Papyrocranus","Notopteridae","Osteoglossiformes","Actinopterygii",5063,"demersal","tropical","freshwater","benthic","fusiform",57.5,80,3.2,0.29,2.3
"Paracaesio caerulea","Paracaesio","Lutjanidae","Perciformes","Actinopterygii",189,"demersal","subtropical","marine","pelagic","fusiform",355,50,3.4,0.29,2.3
"Parachanna africana","Parachanna","Channidae","Perciformes","Actinopterygii",9893,"benthopelagic","tropical","freshwater","benthic","elongate",10,32,4.44,0.46,1.6
"Parachanna obscura","Parachanna","Channidae","Perciformes","Actinopterygii",5467,"demersal","tropical","freshwater","benthic","elongate",10,50,3.4,0.26,2.6
"Parachela oxygastroides","Parachela","Cyprinidae","Cypriniformes","Actinopterygii",4947,"pelagic","tropical","freshwater","benthic","elongate",23.75,20,3.3,0.32,2.4
"Parachela siamensis","Parachela","Cyprinidae","Cypriniformes","Actinopterygii",27043,"pelagic","tropical","freshwater","benthic","elongate",23.75,15,2.8,0.292563554606402,1.82318044592642
"Parachelon grandisquamis","Parachelon","Mugilidae","Mugiliformes","Actinopterygii",9918,"pelagic_neritic","tropical","mixed","benthic","fusiform",28,40,2,0.18,3.7
"Paraconger notialis","Paraconger","Congridae","Anguilliformes","Actinopterygii",5069,"demersal","tropical","marine","benthic","elongate",50,72,3.87,0.23,2.8
"Paragaleus tengi","Paragaleus","Hemigaleidae","Carcharhiniformes","Elasmobranchii",5899,"demersal","tropical","marine","pelagic","elongate",46,88,4.28,0.160297826126582,7.16756586313267
"Parailia pellucida","Parailia","Schilbeidae","Siluriformes","Actinopterygii",9372,"demersal","tropical","freshwater","benthic","elongate",44.33,12,3.5,0.63,1.3
"Paralabrax auroguttatus","Paralabrax","Serranidae","Perciformes","Actinopterygii",14238,"demersal","subtropical","marine","benthic","fusiform",107,71,4.03,0.11,6.1
"Paralabrax loro","Paralabrax","Serranidae","Perciformes","Actinopterygii",14239,"demersal","tropical","marine","benthic","fusiform",60,38,4.03,0.28,2.5
"Paralabrax maculatofasciatus","Paralabrax","Serranidae","Perciformes","Actinopterygii",3336,"reef_associated","subtropical","marine","pelagic","fusiform",61,60,4.2,0.3,2.4
"Paralabrax nebulifer","Paralabrax","Serranidae","Perciformes","Actinopterygii",3337,"reef_associated","subtropical","marine","benthic","fusiform",183,67,3.5,0.19,3.5
"Paraletharchus pacificus","Paraletharchus","Ophichthidae","Anguilliformes","Actinopterygii",13918,"demersal","tropical","marine","benthic","elongate",35,81,3.61,0.28,2.3
"Paralichthys adspersus","Paralichthys","Paralichthyidae","Pleuronectiformes","Actinopterygii",10573,"demersal","subtropical","marine","pelagic","short_deep",35,70,4.47,0.23,2.8
"Paralichthys brasiliensis","Paralichthys","Paralichthyidae","Pleuronectiformes","Actinopterygii",14125,"demersal","subtropical","mixed","pelagic","short_deep",40,100,4.47,0.17,3.6
"Paralichthys fernandezianus","Paralichthys","Paralichthyidae","Pleuronectiformes","Actinopterygii",55125,"demersal","subtropical","marine","pelagic","short_deep",135,35,4.47,0.23,5.6
"Paralichthys orbignyanus","Paralichthys","Paralichthyidae","Pleuronectiformes","Actinopterygii",26369,"demersal","subtropical","mixed","pelagic","short_deep",45,62.4,3.5,0.12,5.1
"Parambassis baculis","Parambassis","Ambassidae","Perciformes","Actinopterygii",25142,"demersal","subtropical","freshwater","benthic","short_deep",1,5,2.89,0.719335406312649,1.084207554796
"Parambassis ranga","Parambassis","Ambassidae","Perciformes","Actinopterygii",10130,"demersal","tropical","mixed","benthic","short_deep",1,8,3.5,0.616666666666667,0.947271399466143
"Parambassis wolffii","Parambassis","Ambassidae","Perciformes","Actinopterygii",16235,"demersal","tropical","freshwater","benthic","short_deep",1,20,3.7,0.719335406312649,1.084207554796
"Paranibea semiluctuosa","Paranibea","Sciaenidae","Perciformes","Actinopterygii",8311,"demersal","tropical","marine","benthic","elongate",98,40,3.69,0.43,1.6
"Paranotothenia magellanica","Paranotothenia","Nototheniidae","Perciformes","Actinopterygii",7051,"pelagic_oceanic","temperate","marine","benthic","fusiform",255,38,3.34,0.26,2.7
"Parapristipomoides squamimaxillaris","Parapristipomoides","Lutjanidae","Perciformes","Actinopterygii",195,"reef_associated","subtropical","marine","benthic","fusiform",460,51.3,4.03,0.22,3.1
"Parascolopsis aspinosa","Parascolopsis","Nemipteridae","Perciformes","Actinopterygii",5856,"demersal","tropical","marine","benthic","fusiform",300,21,3.5,0.64,1.2
"Parascolopsis townsendi","Parascolopsis","Nemipteridae","Perciformes","Actinopterygii",5859,"demersal","tropical","marine","benthic","fusiform",410,20,3.5,0.67,1.1
"Parauchenoglanis punctatus","Parauchenoglanis","Claroteidae","Siluriformes","Actinopterygii",9278,"demersal","tropical","freshwater","benthic","elongate",20,41,3.6,0.33,2.1
"Pardachirus marmoratus","Pardachirus","Soleidae","Pleuronectiformes","Actinopterygii",8917,"reef_associated","tropical","marine","benthic","short_deep",15,26,3.5,0.33,2.2
"Parexocoetus brachypterus","Parexocoetus","Exocoetidae","Beloniformes","Actinopterygii",1037,"pelagic_neritic","subtropical","marine","pelagic","elongate",20,20,3.4,2.4,0.3
"Parmaturus campechiensis","Parmaturus","Scyliorhinidae","Carcharhiniformes","Elasmobranchii",830,"bathydemersal","polar_deep","marine","pelagic","elongate",1097,16,3.78,0.183307778154299,5.74841877665365
"Parmaturus pilosus","Parmaturus","Scyliorhinidae","Carcharhiniformes","Elasmobranchii",832,"bathydemersal","polar_deep","marine","pelagic","elongate",786,64,3.78,0.183307778154299,5.74841877665365
"Pastinachus sephen","Pastinachus","Dasyatidae","Myliobatiformes","Elasmobranchii",8203,"reef_associated","tropical","mixed","benthic","fusiform",60,183,3.7,0.139974372505807,4.80673416066813
"Pateobatis jenkinsii","Pateobatis","Dasyatidae","Myliobatiformes","Elasmobranchii",12589,"demersal","tropical","mixed","benthic","fusiform",50,130,3.45,0.139974372505807,4.80673416066813
"Pegusa impar","Pegusa","Soleidae","Pleuronectiformes","Actinopterygii",1762,"demersal","subtropical","marine","benthic","fusiform",100,35,3.3,0.6,1.3
"Pelmatolapia cabrae","Pelmatolapia","Cichlidae","Perciformes","Actinopterygii",8909,"demersal","tropical","freshwater","benthic","short_deep",40.68,37,2.64,0.35,2
"Pelmatolapia mariae","Pelmatolapia","Cichlidae","Perciformes","Actinopterygii",2489,"demersal","tropical","mixed","benthic","fusiform",40.68,32.3,2.64,0.46,1.7
"Pentapodus setosus","Pentapodus","Nemipteridae","Perciformes","Actinopterygii",5872,"reef_associated","tropical","marine","benthic","fusiform",50,18,3.5,0.61,1.3
"Perca flavescens","Perca","Percidae","Perciformes","Actinopterygii",359,"benthopelagic","subtropical","mixed","pelagic","fusiform",56,50,3.7,0.313,2.63526743772764
"Perca fluviatilis","Perca","Percidae","Perciformes","Actinopterygii",358,"demersal","temperate","mixed","benthic","fusiform",30,60,4.4,0.21,3.4
"Percichthys trucha","Percichthys","Percichthyidae","Perciformes","Actinopterygii",12129,"benthopelagic","subtropical","freshwater","benthic","fusiform",4.33,40,3.3,0.19,3.7
"Perissias taeniopterus","Perissias","Bothidae","Pleuronectiformes","Actinopterygii",13563,"demersal","tropical","marine","benthic","short_deep",157,11,3.75,0.53,1.6
"Peristedion cataphractum","Peristedion","Peristediidae","Scorpaeniformes","Actinopterygii",1746,"demersal","polar_deep","marine","benthic","fusiform",848,40,3.66,0.28,2.6
"Petenia splendida","Petenia","Cichlidae","Perciformes","Actinopterygii",26819,"demersal","tropical","freshwater","pelagic","fusiform",40.68,50,4.5,0.22,3
"Pethia ticto","Pethia","Cyprinidae","Cypriniformes","Actinopterygii",4815,"benthopelagic","subtropical","mixed","benthic","fusiform",1,12.52,2.2,1.45,0.621723033670106
"Phalacronotus apogon","Phalacronotus","Siluridae","Siluriformes","Actinopterygii",16143,"benthopelagic","tropical","freshwater","pelagic","elongate",9.25,130,4.5,0.07,8.4
"Phalacronotus parvanalis","Phalacronotus","Siluridae","Siluriformes","Actinopterygii",23103,"benthopelagic","tropical","freshwater","pelagic","elongate",9.25,35,4.24,0.22,3.2
"Pholidichthys anguis","Pholidichthys","Pholidichthyidae","Perciformes","Actinopterygii",47865,"demersal","tropical","marine","benthic","elongate",70,24.5,3.56,0.351392032774961,2.19724315645384
"Physiculus fulvus","Physiculus","Moridae","Gadiformes","Actinopterygii",28217,"benthopelagic","subtropical","marine","benthic","elongate",139,10.6,4.2,0.43,2
"Piaractus brachypomus","Piaractus","Serrasalmidae","Characiformes","Actinopterygii",5808,"pelagic","tropical","freshwater","benthic","short_deep",44.18,88,2.5,0.09,7.1
"Piaractus mesopotamicus","Piaractus","Serrasalmidae","Characiformes","Actinopterygii",55383,"demersal","subtropical","freshwater","benthic","short_deep",44.18,40.5,2,0.48,1.4
"Pimelodus albicans","Pimelodus","Pimelodidae","Siluriformes","Actinopterygii",23450,"benthopelagic","subtropical","freshwater","benthic","elongate",26.75,57,4.5,0.24,2.7
"Pimelodus maculatus","Pimelodus","Pimelodidae","Siluriformes","Actinopterygii",23451,"benthopelagic","subtropical","freshwater","benthic","fusiform",26.75,51,2.9,0.252349951972294,2.72527432043475
"Pinirampus pirinampu","Pinirampus","Pimelodidae","Siluriformes","Actinopterygii",8688,"demersal","tropical","freshwater","pelagic","fusiform",26.75,120,4.5,0.246141792955633,2.79674507414537
"Pisodonophis semicinctus","Pisodonophis","Ophichthidae","Anguilliformes","Actinopterygii",9097,"demersal","subtropical","mixed","benthic","elongate",30,80,3.6,0.28,2.3
"Plagioscion squamosissimus","Plagioscion","Sciaenidae","Perciformes","Actinopterygii",4310,"benthopelagic","tropical","freshwater","pelagic","fusiform",30,80,4.4,0.11,5.6
"Plagioscion ternetzi","Plagioscion","Sciaenidae","Perciformes","Actinopterygii",56999,"benthopelagic","tropical","freshwater","pelagic","elongate",30,39,4.35,0.37,1.9
"Planiliza macrolepis","Planiliza","Mugilidae","Mugiliformes","Actinopterygii",4816,"demersal","tropical","mixed","benthic","fusiform",6.67,60,2.6,0.14,4.7
"Planiliza melinopterus","Planiliza","Mugilidae","Mugiliformes","Actinopterygii",5655,"reef_associated","subtropical","mixed","benthic","fusiform",5,30,2.3,0.26,2.8
"Planiliza subviridis","Planiliza","Mugilidae","Mugiliformes","Actinopterygii",4819,"demersal","tropical","mixed","benthic","fusiform",5,40,2.7,0.15,4.4
"Platycephalus bassensis","Platycephalus","Platycephalidae","Scorpaeniformes","Actinopterygii",4873,"demersal","temperate","mixed","pelagic","fusiform",100,46,4.3,0.19,3.7
"Plectorhinchus ceylonensis","Plectorhinchus","Haemulidae","Perciformes","Actinopterygii",14299,"benthopelagic","tropical","marine","benthic","fusiform",20,44,3.63,0.24,2.9
"Plicofollis tonggol","Plicofollis","Ariidae","Siluriformes","Actinopterygii",1286,"demersal","tropical","mixed","benthic","fusiform",50,40,3.5,0.24,2.9
"Plotosus canius","Plotosus","Plotosidae","Siluriformes","Actinopterygii",8167,"demersal","tropical","mixed","benthic","elongate",60,150,3.9,0.1,5.8
"Poecilia sphenops","Poecilia","Poeciliidae","Cyprinodontiformes","Actinopterygii",4680,"benthopelagic","tropical","mixed","benthic","fusiform",5.4,7.5,3,0.5,1.8
"Pollimyrus isidori","Pollimyrus","Mormyridae","Osteoglossiformes","Actinopterygii",5222,"demersal","tropical","freshwater","benthic","fusiform",57.5,10.3,2.6,1.77,0.5
"Pollimyrus stappersii","Pollimyrus","Mormyridae","Osteoglossiformes","Actinopterygii",11035,"demersal","tropical","freshwater","benthic","fusiform",57.5,7.4,3.19,1.84,0.5
"Polydactylus virginicus","Polydactylus","Polynemidae","Perciformes","Actinopterygii",1112,"demersal","tropical","mixed","benthic","fusiform",55,33,3.7,0.71,1
"Polyodon spathula","Polyodon","Polyodontidae","Acipenseriformes","Actinopterygii",174,"demersal","subtropical","freshwater","pelagic","elongate",81.07,221,3.4,0.286666666666667,7.5
"Polypterus endlicherii","Polypterus","Polypteridae","Polypteriformes","Actinopterygii",2385,"demersal","tropical","freshwater","pelagic","elongate",10,63,3.8,0.512411320691494,1.56054943184917
"Polypterus senegalus","Polypterus","Polypteridae","Polypteriformes","Actinopterygii",5024,"demersal","tropical","freshwater","benthic","elongate",10,70,3.5,0.554003766901511,1.4569282772341
"Polysteganus praeorbitalis","Polysteganus","Sparidae","Perciformes","Actinopterygii",5533,"reef_associated","subtropical","marine","pelagic","fusiform",100,90,4.5,0.1,6.2
"Pomadasys aheneus","Pomadasys","Haemulidae","Perciformes","Actinopterygii",27316,"demersal","tropical","marine","benthic","fusiform",6,27,3.6,0.38,1.9
"Pomadasys commersonnii","Pomadasys","Haemulidae","Perciformes","Actinopterygii",5126,"reef_associated","tropical","mixed","benthic","fusiform",49,80,3.5,0.42,1.5
"Pomadasys furcatus","Pomadasys","Haemulidae","Perciformes","Actinopterygii",7707,"reef_associated","tropical","marine","benthic","fusiform",20,50,3.6,0.2,3.3
"Pomadasys perotaei","Pomadasys","Haemulidae","Perciformes","Actinopterygii",9911,"benthopelagic","tropical","mixed","benthic","fusiform",250,36,3.3,0.29,2.4
"Pomoxis nigromaculatus","Pomoxis","Centrarchidae","Perciformes","Actinopterygii",3388,"benthopelagic","subtropical","freshwater","benthic","short_deep",7,49,3.8,0.276909090909091,2.73016302252375
"Poroderma africanum","Poroderma","Scyliorhinidae","Carcharhiniformes","Elasmobranchii",835,"demersal","subtropical","marine","benthic","elongate",100,101,3.6,0.12,5.1
"Poroderma pantherinum","Poroderma","Scyliorhinidae","Carcharhiniformes","Elasmobranchii",837,"reef_associated","subtropical","marine","benthic","elongate",256,84,4.1,0.15,4.2
"Porogobius schlegelii","Porogobius","Gobiidae","Perciformes","Actinopterygii",9984,"demersal","tropical","mixed","benthic","elongate",45.91,14.9,2.9,0.53,1.5
"Potamorhina altamazonica","Potamorhina","Curimatidae","Characiformes","Actinopterygii",25648,"benthopelagic","tropical","freshwater","benthic","fusiform",2,27,2,0.396877216656436,1.92829469744829
"Potamorhina latior","Potamorhina","Curimatidae","Characiformes","Actinopterygii",25649,"benthopelagic","tropical","freshwater","benthic","fusiform",2,24,2,0.396877216656436,1.92829469744829
"Priacanthus tayenus","Priacanthus","Priacanthidae","Perciformes","Actinopterygii",4651,"reef_associated","tropical","marine","benthic","fusiform",200,35,3.8,0.68,1.1
"Prionotus punctatus","Prionotus","Triglidae","Scorpaeniformes","Actinopterygii",1245,"demersal","subtropical","mixed","benthic","fusiform",190,45,3.8,0.13,5.3
"Pristipomoides typus","Pristipomoides","Lutjanidae","Perciformes","Actinopterygii",210,"demersal","tropical","marine","pelagic","fusiform",120,70,4.2,0.25,2.6
"Pristis microdon","Pristis","Pristidae","Rhinopristiformes","Elasmobranchii",2546,"demersal","tropical","mixed","benthic","elongate",10,700,3.9,0.05,9.9
"Pristis pristis","Pristis","Pristidae","Rhinopristiformes","Elasmobranchii",8940,"demersal","subtropical","mixed","benthic","elongate",62,750,4,0.1,4.8
"Pristis zijsron","Pristis","Pristidae","Rhinopristiformes","Elasmobranchii",7956,"demersal","tropical","mixed","benthic","elongate",70,730,3.88,0.06,8
"Pristolepis fasciata","Pristolepis","Pristolepididae","Perciformes","Actinopterygii",10318,"demersal","tropical","freshwater","benthic","short_deep",175.48,20,3.2,1.16,0.7
"Probarbus jullieni","Probarbus","Cyprinidae","Cypriniformes","Actinopterygii",5422,"demersal","tropical","mixed","benthic","elongate",23.75,150,3.2,0.05,11.6
"Prochilodus lineatus","Prochilodus","Prochilodontidae","Characiformes","Actinopterygii",13056,"benthopelagic","subtropical","freshwater","benthic","fusiform",44.18,80,2.2,0.43,1.5
"Prochilodus magdalenae","Prochilodus","Prochilodontidae","Characiformes","Actinopterygii",26150,"benthopelagic","tropical","freshwater","benthic","fusiform",44.18,36,2.79,0.384,2.14854482328665
"Prochilodus nigricans","Prochilodus","Prochilodontidae","Characiformes","Actinopterygii",11894,"benthopelagic","tropical","freshwater","benthic","fusiform",44.18,45,2.4,0.4225,1.9
"Prognathodes dichrous","Prognathodes","Chaetodontidae","Perciformes","Actinopterygii",12263,"reef_associated","tropical","marine","benthic","short_deep",120,16,3.5,1.11,0.7
"Protemblemaria bicirrus","Protemblemaria","Chaenopsidae","Perciformes","Actinopterygii",47396,"reef_associated","subtropical","marine","benthic","elongate",15,4.5,3.56,0.351392032774961,2.19724315645384
"Protomelas kirkii","Protomelas","Cichlidae","Perciformes","Actinopterygii",2112,"benthopelagic","tropical","freshwater","benthic","fusiform",12.67,18,3.4,0.69,1.1
"Protomelas similis","Protomelas","Cichlidae","Perciformes","Actinopterygii",2116,"benthopelagic","tropical","freshwater","benthic","fusiform",12.67,18,2,0.69,1.1
"Protopterus aethiopicus","Protopterus","Protopteridae","Lepidosireniformes","Sarcopterygii",8734,"demersal","tropical","freshwater","benthic","elongate",60,200,4.4,0.15210826037552,6.96484871665883
"Protopterus dolloi","Protopterus","Protopteridae","Lepidosireniformes","Sarcopterygii",8736,"demersal","tropical","freshwater","benthic","elongate",60,130,3.2,0.15210826037552,6.96484871665883
"Psectrogaster amazonica","Psectrogaster","Curimatidae","Characiformes","Actinopterygii",25651,"benthopelagic","tropical","freshwater","benthic","short_deep",2,19,2,0.396877216656436,1.92829469744829
"Psectrogaster rutiloides","Psectrogaster","Curimatidae","Characiformes","Actinopterygii",25652,"benthopelagic","tropical","freshwater","benthic","fusiform",2,17.8,2,0.396877216656436,1.92829469744829
"Psenes cyanophrys","Psenes","Nomeidae","Perciformes","Actinopterygii",3925,"bathypelagic","polar_deep","marine","pelagic","short_deep",550,23,3.4,0.79,1
"Pseudalutarius nasicornis","Pseudalutarius","Monacanthidae","Tetraodontiformes","Actinopterygii",7979,"reef_associated","subtropical","marine","benthic","fusiform",55,19,3.1,0.51,1.5
"Pseudaphya ferreri","Pseudaphya","Gobiidae","Perciformes","Actinopterygii",16333,"benthopelagic","subtropical","marine","benthic","elongate",40,3.5,3.16,2.02,0.5
"Pseudobatos glaucostigmus","Pseudobatos","Rhinobatidae","Rhinopristiformes","Elasmobranchii",13229,"demersal","tropical","marine","benthic","elongate",112,89,3.58,0.21,3
"Pseudobatos productus","Pseudobatos","Rhinobatidae","Rhinopristiformes","Elasmobranchii",2549,"demersal","tropical","mixed","benthic","elongate",91,119,3.6,0.1,5.7
"Pseudocaranx chilensis","Pseudocaranx","Carangidae","Perciformes","Actinopterygii",1948,"pelagic_neritic","subtropical","marine","benthic","fusiform",142.67,65,3.67,0.29,2.2
